"","StudentNumber","Gender","Grade","Ethnicity","SchoolName","Lunch","Special.Education","Inf..Date","Infraction","Adminstrative.Action","COUNT"
"6487","S1232531","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","9/21/2015","Misbehavior","Lunch Restriction",926
"6488","S10591","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","9/23/2015","Uniform Violation","",217
"6489","S10749","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","9/29/2015","Fighting","OSS-Three Days Out of School Suspension",258
"6490","S1235800","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","10/23/2015","Misbehavior","Detention Assigned",2891
"6491","S10754","M",6,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","10/26/2015","Fighting","OSS-Three Days Out of School Suspension",258
"6492","S1235801","M",6,"Hispanic","Gavit Middle School","Free Lunch","","9/8/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6493","S1235806","M",6,"Hispanic","Gavit Middle School","Free Lunch","","9/21/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6494","S10599","M",6,"Hispanic","Gavit Middle School","Free Lunch","","9/22/2015","3 Tardies In 5 Days","",217
"6495","S10517","M",6,"Hispanic","Gavit Middle School","Free Lunch","","9/23/2015","3 Tardies In 5 Days","ISS-Half Day ICBM",270
"6496","S1235807","M",6,"Hispanic","Gavit Middle School","Free Lunch","","12/8/2015","Excessive Tardiness","Detention Assigned",2891
"6497","S10450","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","10/5/2015","Insubordination","Parent Conference",97
"6498","S10205","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/6/2015","Cell Phone","Teacher Conference",61
"6499","S1235817","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/11/2015","Cell Phone","Detention Assigned",2891
"6500","S1232536","M",7,"Black","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","12/9/2015","Misbehavior","Lunch Restriction",926
"6501","S1235833","M",8,"Black","Gavit Middle School","Free Lunch","","9/15/2015","Classroom Disruption","Detention Assigned",2891
"6502","S1235844","M",8,"Black","Gavit Middle School","Free Lunch","","10/27/2015","Classroom Disruption","Detention Assigned",2891
"6503","S10858","F",6,"Black","Gavit Middle School","Free Lunch","","11/16/2015","Uniform Violation","Conference  Warning",255
"6504","S11277","F",6,"Black","Gavit Middle School","Free Lunch","","12/3/2015","Misbehavior","Class Suspension",1164
"6505","S1232553","F",7,"Hispanic","Gavit Middle School","Free Lunch","","9/22/2015","Misbehavior","Lunch Restriction",926
"6506","S1235845","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/1/2015","Classroom Disruption","Detention Assigned",2891
"6507","S1235847","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/2/2015","Failure Refused Detention","Detention Assigned",2891
"6508","S1235855","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/7/2015","Failure Refused Detention","Detention Assigned",2891
"6509","S1235860","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/9/2015","Misbehavior","Detention Assigned",2891
"6510","S1052","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/13/2015","Insubordination","ISS-Half Day ICBM",270
"6511","S10218","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/19/2015","Cell Phone","Teacher Conference",61
"6512","S11520","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/26/2015","Insubordination","OSS-One Day Out of School Suspension",693
"6513","S1235877","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/28/2015","Leaving Without Permission","Detention Assigned",2891
"6514","S10520","F",7,"Hispanic","Gavit Middle School","Free Lunch","","11/2/2015","Fighting","ISS-Half Day ICBM",270
"6515","S10600","F",7,"Hispanic","Gavit Middle School","Free Lunch","","11/5/2015","Insubordination","",217
"6516","S10755","F",7,"Hispanic","Gavit Middle School","Free Lunch","","11/5/2015","Insubordination","OSS-Three Days Out of School Suspension",258
"6517","S1235879","F",7,"Hispanic","Gavit Middle School","Free Lunch","","11/13/2015","Insubordination","Detention Assigned",2891
"6518","S11521","F",7,"Hispanic","Gavit Middle School","Free Lunch","","11/13/2015","Insubordination","OSS-One Day Out of School Suspension",693
"6519","S11709","F",7,"Hispanic","Gavit Middle School","Free Lunch","","11/17/2015","Gross Insubordination","SEI Consultation",573
"6520","S1235881","F",7,"Hispanic","Gavit Middle School","Free Lunch","","12/1/2015","Truancy","Detention Assigned",2891
"6521","S10860","F",7,"Hispanic","Gavit Middle School","Free Lunch","","12/11/2015","Gym Non-Shower/Non-Dress","Conference  Warning",255
"6522","S1235886","F",7,"Hispanic","Gavit Middle School","Free Lunch","","12/14/2015","Gym Non-Shower/Non-Dress","Detention Assigned",2891
"6523","S1235921","F",7,"Hispanic","Gavit Middle School","Free Lunch","","12/15/2015","Cell Phone","Detention Assigned",2891
"6524","S1233030","F",7,"Hispanic","Gavit Middle School","Free Lunch","","12/17/2015","Cell Phone","ISS-1 Day ICBM",1807
"6525","S1235926","F",7,"Black","Gavit Middle School","Free Lunch","","9/3/2015","Failure Refused Detention","Detention Assigned",2891
"6526","S10603","F",7,"Black","Gavit Middle School","Free Lunch","","9/25/2015","Classroom Disruption","",217
"6527","S10881","F",7,"Black","Gavit Middle School","Free Lunch","","10/20/2015","Classroom Disruption","Conference  Warning",255
"6528","S10233","F",7,"Black","Gavit Middle School","Free Lunch","","11/3/2015","Insubordination","Teacher Conference",61
"6529","S11520","F",7,"Black","Gavit Middle School","Free Lunch","","11/6/2015","Insubordination","Friday School",317
"6530","S1235928","F",7,"Black","Gavit Middle School","Free Lunch","","11/23/2015","Failure Refused Detention","Detention Assigned",2891
"6531","S1235932","F",7,"Black","Gavit Middle School","Free Lunch","","12/3/2015","Failure Refused Detention","Detention Assigned",2891
"6532","S1232557","F",6,"Hispanic","Gavit Middle School","Free Lunch","","9/24/2015","Misbehavior","Lunch Restriction",926
"6533","S10521","F",6,"Hispanic","Gavit Middle School","Free Lunch","","9/30/2015","Failure To Report","ISS-Half Day ICBM",270
"6534","S1233033","F",6,"Hispanic","Gavit Middle School","Free Lunch","","10/5/2015","Insubordination","ISS-1 Day ICBM",1807
"6535","S10095","F",6,"Hispanic","Gavit Middle School","Free Lunch","","10/8/2015","Insubordination","ISS-In School Suspension",47
"6536","S11524","F",6,"Hispanic","Gavit Middle School","Free Lunch","","10/16/2015","Insubordination","OSS-One Day Out of School Suspension",693
"6537","S10523","F",6,"Hispanic","Gavit Middle School","Free Lunch","","11/13/2015","Insubordination","ISS-Half Day ICBM",270
"6538","S1235934","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/1/2015","Classroom Disruption","Detention Assigned",2891
"6539","S1235937","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/11/2015","Misbehavior","Detention Assigned",2891
"6540","S11529","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/15/2015","Fighting","OSS-One Day Out of School Suspension",693
"6541","S1235940","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/17/2015","Classroom Disruption","Detention Assigned",2891
"6542","S11521","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/21/2015","Classroom Disruption","Friday School",317
"6543","S1235944","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/23/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6544","S1235947","M",6,"Black","Gavit Middle School","Reduced Lunch","","10/1/2015","Other","Detention Assigned",2891
"6545","S1235952","M",6,"Black","Gavit Middle School","Reduced Lunch","","10/8/2015","Misbehavior","Detention Assigned",2891
"6546","S1235953","M",6,"Black","Gavit Middle School","Reduced Lunch","","10/9/2015","Leaving Without Permission","Detention Assigned",2891
"6547","S1235954","M",6,"Black","Gavit Middle School","Reduced Lunch","","10/21/2015","Uniform Violation","Detention Assigned",2891
"6548","S1053","M",6,"Black","Gavit Middle School","Reduced Lunch","","12/9/2015","Insubordination","ISS-Half Day ICBM",270
"6549","S1233034","M",6,"Black","Gavit Middle School","Reduced Lunch","","12/15/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"6550","S1235959","M",6,"Black","Gavit Middle School","Reduced Lunch","","9/23/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6551","S1235960","M",6,"Black","Gavit Middle School","Reduced Lunch","","10/27/2015","Insubordination","Detention Assigned",2891
"6552","S1235966","M",6,"Black","Gavit Middle School","Reduced Lunch","","11/6/2015","Inappropriate Language","Detention Assigned",2891
"6553","S1235967","M",6,"Black","Gavit Middle School","Reduced Lunch","","11/12/2015","Misbehavior","Detention Assigned",2891
"6554","S1235968","M",6,"Black","Gavit Middle School","Reduced Lunch","","12/8/2015","Excessive Tardiness","Detention Assigned",2891
"6555","S1235971","M",6,"Black","Gavit Middle School","Reduced Lunch","","12/10/2015","Misbehavior","Detention Assigned",2891
"6556","S10884","M",8,"Black","Gavit Middle School","Paid","","10/27/2015","Uniform Violation","Conference  Warning",255
"6557","S10236","M",8,"White","Gavit Middle School","Free Lunch","","11/19/2015","Cell Phone","Teacher Conference",61
"6558","S1235976","M",6,"Black","Gavit Middle School","Free Lunch","","9/29/2015","Uniform Violation","Detention Assigned",2891
"6559","S11286","M",6,"Black","Gavit Middle School","Free Lunch","","10/16/2015","Classroom Disruption","Class Suspension",1164
"6560","S10703","M",6,"Black","Gavit Middle School","Free Lunch","","10/26/2015","Fighting","OSS-Two Days Out of School Suspension",290
"6561","S11288","M",6,"Black","Gavit Middle School","Free Lunch","","11/9/2015","Uniform Violation","Class Suspension",1164
"6562","S1235983","M",6,"Black","Gavit Middle School","Free Lunch","","11/13/2015","Insubordination","Detention Assigned",2891
"6563","S11290","M",6,"Black","Gavit Middle School","Free Lunch","","11/30/2015","Uniform Violation","Class Suspension",1164
"6564","S1233042","M",6,"Black","Gavit Middle School","Free Lunch","","12/7/2015","Uniform Violation","ISS-1 Day ICBM",1807
"6565","S10709","M",6,"Black","Gavit Middle School","Free Lunch","","12/16/2015","Gross Insubordination","OSS-Two Days Out of School Suspension",290
"6566","S1235990","F",7,"Black","Gavit Middle School","Free Lunch","","8/25/2015","Refused Class Work","Detention Assigned",2891
"6567","S1235991","F",7,"Black","Gavit Middle School","Free Lunch","","9/4/2015","Classroom Disruption","Detention Assigned",2891
"6568","S1235996","F",7,"Black","Gavit Middle School","Free Lunch","","9/15/2015","Gym Non-Shower/Non-Dress","Detention Assigned",2891
"6569","S1024","F",7,"Black","Gavit Middle School","Free Lunch","","10/1/2015","Cell Phone","Teacher Conference",61
"6570","S1236001","F",7,"Black","Gavit Middle School","Free Lunch","","10/5/2015","Cell Phone","Detention Assigned",2891
"6571","S10680","F",7,"Black","Gavit Middle School","Free Lunch","","10/6/2015","Cell Phone","Verbal Reprimand",317
"6572","S1236004","F",7,"Black","Gavit Middle School","Free Lunch","","11/2/2015","Uniform Violation","Detention Assigned",2891
"6573","S1236005","F",7,"Black","Gavit Middle School","Free Lunch","","11/13/2015","Misbehavior","Detention Assigned",2891
"6574","S1236007","F",7,"Black","Gavit Middle School","Free Lunch","","11/17/2015","Excessive Tardiness","Detention Assigned",2891
"6575","S11524","F",7,"Black","Gavit Middle School","Free Lunch","","12/8/2015","Excessive Tardiness","Friday School",317
"6576","S10530","F",7,"Black","Gavit Middle School","Free Lunch","","12/15/2015","Excessive Tardiness","ISS-Half Day ICBM",270
"6577","S1233043","M",6,"Black","Gavit Middle School","Free Lunch","","9/9/2015","Misbehavior","ISS-1 Day ICBM",1807
"6578","S1236011","M",6,"Black","Gavit Middle School","Free Lunch","","9/14/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6579","S1236014","M",6,"Black","Gavit Middle School","Free Lunch","","9/21/2015","Misbehavior","Detention Assigned",2891
"6580","S11291","M",6,"Black","Gavit Middle School","Free Lunch","","10/12/2015","Classroom Disruption","Class Suspension",1164
"6581","S1236019","F",7,"Black","Gavit Middle School","Free Lunch","","8/25/2015","Refused Class Work","Detention Assigned",2891
"6582","S1236028","F",7,"Black","Gavit Middle School","Free Lunch","","10/7/2015","Excessive Tardiness","Detention Assigned",2891
"6583","S1236029","F",7,"Black","Gavit Middle School","Free Lunch","","10/14/2015","Misbehavior","Detention Assigned",2891
"6584","S1236032","F",7,"Black","Gavit Middle School","Free Lunch","","10/16/2015","Truancy","Detention Assigned",2891
"6585","S1236045","F",7,"Black","Gavit Middle School","Free Lunch","","11/9/2015","Uniform Violation","Detention Assigned",2891
"6586","S1236048","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","10/16/2015","Cell Phone","Detention Assigned",2891
"6587","S1236076","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","10/16/2015","Misbehavior","Detention Assigned",2891
"6588","S1236086","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","11/5/2015","Cell Phone","Detention Assigned",2891
"6589","S1236089","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","12/3/2015","Cell Phone","Detention Assigned",2891
"6590","S10454","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","12/4/2015","Classroom Disruption","Parent Conference",97
"6591","S1236095","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","12/4/2015","Unprepared For Class Work","Detention Assigned",2891
"6592","S11733","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","12/10/2015","Other","SEI Consultation",573
"6593","S1233044","F",7,"Hispanic","Gavit Middle School","Reduced Lunch","","12/17/2015","Cell Phone","ISS-1 Day ICBM",1807
"6594","S1071","M",8,"Black","Gavit Middle School","Free Lunch","","10/9/2015","Disruption-School Process","OSS-Two Days Out of School Suspension",290
"6595","S1233047","M",6,"White","Gavit Middle School","Free Lunch","","9/2/2015","Physical Assault/Battery-Studn","ISS-1 Day ICBM",1807
"6596","S1236097","M",6,"White","Gavit Middle School","Free Lunch","","10/14/2015","Misbehavior","Detention Assigned",2891
"6597","S11295","M",6,"White","Gavit Middle School","Free Lunch","","10/22/2015","Classroom Disruption","Class Suspension",1164
"6598","S1233048","M",8,"White","Gavit Middle School","Free Lunch","","9/22/2015","Misbehavior","ISS-1 Day ICBM",1807
"6599","S1236099","M",8,"White","Gavit Middle School","Free Lunch","","10/16/2015","Insubordination","Detention Assigned",2891
"6600","S1236103","M",8,"White","Gavit Middle School","Free Lunch","","10/16/2015","Insubordination","Detention Assigned",2891
"6601","S1236104","M",8,"White","Gavit Middle School","Free Lunch","","10/19/2015","Truancy","Detention Assigned",2891
"6602","S1236112","M",8,"White","Gavit Middle School","Paid","Specific Learning Disability (07)","11/18/2015","Truancy","Detention Assigned",2891
"6603","S10604","M",8,"White","Gavit Middle School","Paid","Specific Learning Disability (07)","12/14/2015","Cell Phone","",217
"6604","S10243","F",7,"White","Gavit Middle School","Paid","","9/14/2015","Cell Phone","Teacher Conference",61
"6605","S1236115","F",7,"White","Gavit Middle School","Paid","","10/23/2015","Cell Phone","Detention Assigned",2891
"6606","S1236120","F",7,"White","Gavit Middle School","Paid","","11/10/2015","Cell Phone","Detention Assigned",2891
"6607","S10886","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/24/2015","Inappropriate Language","Conference  Warning",255
"6608","S1232558","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/29/2015","Misbehavior","Lunch Restriction",926
"6609","S10590","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/16/2015","Truancy","Attend Notice Sent",87
"6610","S1233049","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/22/2015","Disruption-School Process","ISS-1 Day ICBM",1807
"6611","S1233058","M",7,"Hispanic","Gavit Middle School","Free Lunch","","12/15/2015","Misbehavior","ISS-1 Day ICBM",1807
"6612","S1026","F",8,"Black","Gavit Middle School","Free Lunch","","8/12/2015","Cell Phone","Teacher Conference",61
"6613","S1227680","F",8,"Black","Gavit Middle School","Free Lunch","","9/17/2015","Misbehavior","Administrative Conference",1230
"6614","S1227738","F",8,"Black","Gavit Middle School","Free Lunch","","9/17/2015","Uniform Violation","Administrative Conference",1230
"6615","S10893","F",7,"Black","Gavit Middle School","Free Lunch","","9/4/2015","Misbehavior","Conference  Warning",255
"6616","S1236124","F",7,"Black","Gavit Middle School","Free Lunch","","10/1/2015","Excessive Tardiness","Detention Assigned",2891
"6617","S11529","F",7,"Black","Gavit Middle School","Free Lunch","","10/2/2015","Excessive Tardiness","Friday School",317
"6618","S10536","F",7,"Black","Gavit Middle School","Free Lunch","","10/6/2015","Excessive Tardiness","ISS-Half Day ICBM",270
"6619","S10547","F",7,"Black","Gavit Middle School","Free Lunch","","10/6/2015","Insubordination","ISS-Half Day ICBM",270
"6620","S1029","F",7,"Black","Gavit Middle School","Free Lunch","","10/13/2015","Cell Phone","Teacher Conference",61
"6621","S10895","F",7,"Black","Gavit Middle School","Free Lunch","","11/11/2015","Classroom Disruption","Conference  Warning",255
"6622","S10713","F",7,"Black","Gavit Middle School","Free Lunch","","11/16/2015","Disruption-School Process","OSS-Two Days Out of School Suspension",290
"6623","S1236130","F",6,"Black","Gavit Middle School","Free Lunch","","9/30/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6624","S1236134","F",6,"Black","Gavit Middle School","Free Lunch","","10/14/2015","Excessive Tardiness","Detention Assigned",2891
"6625","S10591","F",6,"Black","Gavit Middle School","Free Lunch","","10/16/2015","Truancy","Attend Notice Sent",87
"6626","S1175","M",6,"Black","Gavit Middle School","Free Lunch","","11/30/2015","Other","SEI Consultation",573
"6627","S1233059","M",6,"White","Gavit Middle School","Free Lunch","","9/2/2015","Harassment/Intimidation","ISS-1 Day ICBM",1807
"6628","S10022","M",6,"White","Gavit Middle School","Free Lunch","","9/8/2015","Uniform Violation",NA,12
"6629","S1233062","M",6,"White","Gavit Middle School","Free Lunch","","9/16/2015","Harassment/Intimidation","ISS-1 Day ICBM",1807
"6630","S1236144","M",6,"White","Gavit Middle School","Free Lunch","","9/28/2015","Insubordination","Detention Assigned",2891
"6631","S1236152","M",6,"White","Gavit Middle School","Free Lunch","","10/5/2015","Classroom Disruption","Detention Assigned",2891
"6632","S1233069","M",6,"White","Gavit Middle School","Free Lunch","","10/13/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"6633","S1236157","M",6,"White","Gavit Middle School","Free Lunch","","10/16/2015","Insubordination","Detention Assigned",2891
"6634","S11536","M",6,"White","Gavit Middle School","Free Lunch","","10/16/2015","Misbehavior","Friday School",317
"6635","S10456","M",6,"White","Gavit Middle School","Free Lunch","","11/5/2015","Fighting","Parent Conference",97
"6636","S1233073","M",6,"White","Gavit Middle School","Free Lunch","","11/6/2015","Misbehavior","ISS-1 Day ICBM",1807
"6637","S1236162","M",6,"White","Gavit Middle School","Free Lunch","","11/11/2015","Uniform Violation","Detention Assigned",2891
"6638","S11296","M",6,"White","Gavit Middle School","Free Lunch","","12/1/2015","Classroom Disruption","Class Suspension",1164
"6639","S1236175","M",6,"White","Gavit Middle School","Free Lunch","","12/4/2015","Uniform Violation","Detention Assigned",2891
"6640","S10548","M",6,"White","Gavit Middle School","Free Lunch","","12/11/2015","Insubordination","ISS-Half Day ICBM",270
"6641","S10612","M",8,"Black","Gavit Middle School","Reduced Lunch","","9/8/2015","Truancy","",217
"6642","S1236176","M",8,"Black","Gavit Middle School","Reduced Lunch","","9/14/2015","Truancy","Detention Assigned",2891
"6643","S1236187","M",8,"Black","Gavit Middle School","Reduced Lunch","","10/14/2015","Failure Refused Detention","Detention Assigned",2891
"6644","S1236188","M",8,"Black","Gavit Middle School","Reduced Lunch","","10/23/2015","Misbehavior","Detention Assigned",2891
"6645","S10976","M",8,"Black","Gavit Middle School","Free Lunch","","9/8/2015","Sexual Harassment-Misconduct","OSS-Out Of School Suspension",327
"6646","S1236191","M",6,"Black","Gavit Middle School","Free Lunch","","10/9/2015","Classroom Disruption","Detention Assigned",2891
"6647","S1236195","M",6,"Black","Gavit Middle School","Free Lunch","","11/18/2015","Failure Refused Detention","Detention Assigned",2891
"6648","S1236205","F",8,"Hispanic","Gavit Middle School","Free Lunch","","9/17/2015","Truancy","Detention Assigned",2891
"6649","S10599","M",7,"White","Gavit Middle School","Free Lunch","Autism Spectrum Disorder (15)","12/3/2015","Excessive Absences","Attend Notice Sent",87
"6650","S10899","F",8,"White","Gavit Middle School","Free Lunch","","9/8/2015","Uniform Violation","Conference  Warning",255
"6651","S1236217","F",8,"White","Gavit Middle School","Free Lunch","","10/9/2015","Failure Refused Detention","Detention Assigned",2891
"6652","S1236249","F",8,"White","Gavit Middle School","Free Lunch","","10/21/2015","Uniform Violation","Detention Assigned",2891
"6653","S10551","F",8,"White","Gavit Middle School","Free Lunch","","11/4/2015","Failure Refused Detention","ISS-Half Day ICBM",270
"6654","S10559","F",8,"White","Gavit Middle School","Free Lunch","","12/7/2015","Failure Refused Detention","ISS-Half Day ICBM",270
"6655","S1236255","F",8,"White","Gavit Middle School","Free Lunch","","12/8/2015","Cell Phone","Detention Assigned",2891
"6656","S10302","F",8,"Hispanic","Gavit Middle School","Free Lunch","","9/10/2015","Cell Phone","Teacher Conference",61
"6657","S10900","F",8,"Hispanic","Gavit Middle School","Free Lunch","","11/6/2015","Classroom Disruption","Conference  Warning",255
"6658","S10903","M",7,"White","Gavit Middle School","Free Lunch","","8/21/2015","Classroom Disruption","Conference  Warning",255
"6659","S1236259","M",7,"White","Gavit Middle School","Free Lunch","","9/1/2015","Insubordination","Detention Assigned",2891
"6660","S1236260","M",7,"White","Gavit Middle School","Free Lunch","","9/15/2015","Misbehavior","Detention Assigned",2891
"6661","S1236270","M",7,"White","Gavit Middle School","Free Lunch","","9/24/2015","Misbehavior","Detention Assigned",2891
"6662","S1236279","M",7,"White","Gavit Middle School","Free Lunch","","10/23/2015","Misbehavior","Detention Assigned",2891
"6663","S10905","M",7,"White","Gavit Middle School","Free Lunch","","12/14/2015","Misbehavior","Conference  Warning",255
"6664","S1236281","M",7,"White","Gavit Middle School","Free Lunch","","12/14/2015","Misbehavior","Detention Assigned",2891
"6665","S10600","F",7,"White","Gavit Middle School","Free Lunch","","12/3/2015","Excessive Absences","Attend Notice Sent",87
"6666","S1236295","M",8,"Black","Gavit Middle School","Free Lunch","","9/25/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6667","S11286","M",8,"Black","Gavit Middle School","Free Lunch","","12/9/2015","Insubordination","ISS-2 Day ICBM",407
"6668","S1236296","F",7,"Multiracial","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","10/6/2015","Excessive Tardiness","Detention Assigned",2891
"6669","S1236301","F",7,"Multiracial","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/12/2015","Leaving Without Permission","Detention Assigned",2891
"6670","S1236305","F",7,"Multiracial","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/13/2015","Misbehavior","Detention Assigned",2891
"6671","S10714","F",7,"Multiracial","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","11/16/2015","Bullying - Written Communication/Electronic","OSS-Two Days Out of School Suspension",290
"6672","S1236306","F",7,"Multiracial","Gavit Middle School","Free Lunch","Specific Learning Disability (07)","12/4/2015","Unprepared For Class Work","Detention Assigned",2891
"6673","S10305","F",7,"Black","Gavit Middle School","Free Lunch","","8/27/2015","Cell Phone","Teacher Conference",61
"6674","S10308","F",7,"Black","Gavit Middle School","Free Lunch","","10/23/2015","Classroom Disruption","Teacher Conference",61
"6675","S1236323","F",6,"White","Gavit Middle School","Free Lunch","","12/1/2015","Uniform Violation","Detention Assigned",2891
"6676","S1236330","F",8,"Hispanic","Gavit Middle School","Free Lunch","","10/28/2015","Cell Phone","Detention Assigned",2891
"6677","S10688","M",7,"Black","Gavit Middle School","Paid","","9/25/2015","Truancy","Verbal Reprimand",317
"6678","S1236341","M",7,"Black","Gavit Middle School","Paid","","10/2/2015","3 Tardies In 5 Days","Detention Assigned",2891
"6679","S1236351","M",7,"Black","Gavit Middle School","Paid","","11/11/2015","Excessive Tardiness","Detention Assigned",2891
"6680","S1236353","M",7,"Black","Gavit Middle School","Paid","","11/11/2015","Failure Refused Detention","Detention Assigned",2891
"6681","S1236357","M",7,"Black","Gavit Middle School","Paid","","11/17/2015","Excessive Tardiness","Detention Assigned",2891
"6682","S11540","M",7,"Black","Gavit Middle School","Paid","","11/24/2015","Excessive Tardiness","Friday School",317
"6683","S1056","M",7,"Black","Gavit Middle School","Paid","","12/3/2015","Excessive Tardiness","ISS-Half Day ICBM",270
"6684","S11543","M",7,"Black","Gavit Middle School","Paid","","12/15/2015","Excessive Tardiness","Friday School",317
"6685","S10907","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/1/2015","Misbehavior","Conference  Warning",255
"6686","S1236363","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/13/2015","Excessive Tardiness","Detention Assigned",2891
"6687","S10909","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/20/2015","Misbehavior","Conference  Warning",255
"6688","S10917","F",8,"Black","Gavit Middle School","Free Lunch","","9/4/2015","Rule Violation","Conference  Warning",255
"6689","S1236367","F",8,"White","Gavit Middle School","Free Lunch","","11/30/2015","Cell Phone","Detention Assigned",2891
"6690","S1236385","F",8,"White","Gavit Middle School","Free Lunch","","11/30/2015","Insubordination","Detention Assigned",2891
"6691","S1236399","F",8,"White","Gavit Middle School","Free Lunch","","12/8/2015","Cell Phone","Detention Assigned",2891
"6692","S1236407","M",7,"Black","Gavit Middle School","Free Lunch","","12/17/2015","Inappropriate Language","Detention Assigned",2891
"6693","S10924","M",7,"Hispanic","Gavit Middle School","Free Lunch","","9/1/2015","Misbehavior","Conference  Warning",255
"6694","S10983","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/14/2015","Physical Assault/Battery-Studn","OSS-Out Of School Suspension",327
"6695","S1236412","M",7,"Hispanic","Gavit Middle School","Free Lunch","","10/23/2015","Misbehavior","Detention Assigned",2891
"6696","S10619","F",7,"Black","Gavit Middle School","Reduced Lunch","","9/15/2015","Insubordination","",217
"6697","S1236415","F",7,"Black","Gavit Middle School","Reduced Lunch","","11/13/2015","Uniform Violation","Detention Assigned",2891
"6698","S1236422","M",7,"Black","Gavit Middle School","Free Lunch","","10/8/2015","Excessive Tardiness","Detention Assigned",2891
"6699","S11554","M",7,"Black","Gavit Middle School","Free Lunch","","10/12/2015","Excessive Tardiness","Friday School",317
"6700","S1236423","F",8,"Black","Gavit Middle School","Free Lunch","","8/21/2015","Misbehavior","Detention Assigned",2891
"6701","S10938","F",8,"Black","Gavit Middle School","Free Lunch","","12/7/2015","Uniform Violation","Conference  Warning",255
"6702","S10344","F",7,"Hispanic","Gavit Middle School","Free Lunch","","10/23/2015","Cell Phone","Teacher Conference",61
"6703","S10955","F",7,"White","Gavit Middle School","Free Lunch","","9/1/2015","Misbehavior","Conference  Warning",255
"6704","S10459","F",7,"White","Gavit Middle School","Free Lunch","","9/14/2015","Verbal Assault","Parent Conference",97
"6705","S10461","F",7,"White","Gavit Middle School","Free Lunch","","9/15/2015","Harassment/Intimidation","Parent Conference",97
"6706","S10352","F",7,"White","Gavit Middle School","Free Lunch","","10/23/2015","Cell Phone","Teacher Conference",61
"6707","S1233085","F",7,"White","Gavit Middle School","Free Lunch","","12/16/2015","Verbal Assault","ISS-1 Day ICBM",1807
"6708","S10689","M",7,"Multiracial","Gavit Middle School","Reduced Lunch","","8/27/2015","Misbehavior","Verbal Reprimand",317
"6709","S11764","M",7,"Multiracial","Gavit Middle School","Reduced Lunch","","9/17/2015","Other","SEI Consultation",573
"6710","S10984","M",7,"Multiracial","Gavit Middle School","Reduced Lunch","","10/27/2015","Fighting","OSS-Out Of School Suspension",327
"6711","S10157","M",7,"Multiracial","Gavit Middle School","Reduced Lunch","","11/4/2015","Disciplinary File Review","Behavior Improvement Plan (B.I.P)",18
